BURGER KING PEARLRIDGE,AIEA,98-1005 MOANALUA ROAD,,96817,HI
BURGER KING,HONOLULU,1505 DILLINGHAM BOULEVARD,,96817,HI
BURGER KING,WAIANAE,86-120 FARRINGTON HIGHWAY,,96817,HI
BURGER KING,HONOLULU,"2536 SOUTH BERETANIA STREET, #602",,96817,HI
CABANAS SEASIDE GRILL,HONOLULU,5000 KAHALA AVENUE,,96816,HI
BURGER KING,MILILANI,95-1249 MEHEULA PARKWAY,,96817,HI
BRUNO'S FORNO,HONOLULU,"1120 MAUNAKEA STREET, #186",,96817,HI
BRIAN'S HAWAIIAN KITCHEN,HONOLULU,"1050 ALA MOANA BOULEVARD, #K-4",,96814,HI
BURGER KING,HONOLULU,333 KEAHOLE STREET,,96817,HI
BURGERS ON THE EDGE,HONOLULU,"890 KAPAHULU AVENUE, #100",,96816,HI
CAFÉ ONO,HONOLULU,850 MILILANI STREET,,96822,HI
CAFFE GRAZIE,HONOLULU,345 QUEEN STREET,,96813,HI
CALIFORNIA WOK,HONOLULU,"1450 ALA MOANA BOULEVARD, #1251",,96814,HI
CAKE COUTURE,HONOLULU,"820 WEST HIND DRIVE, #104",,96821,HI
CAFE KOMO MAI,AIEA,98-1016 KOMO MAI DRIVE,,96701,HI
CENTERPLATE - PARADISE PALMS CAFÉ,HONOLULU,2560 THE MALL,,29306,HI
"CATANIA, INC.",HONOLULU,"1111 BISHOP STREET, #106",,96818,HI
CAFÉ PULAMA,HONOLULU,1525 BERNICE STREET,,96813,HI
CARROT PATCH,HONOLULU,700 BISHOP STREET,,96813,HI
CAFÉ DE TIM,HONOLULU,"1120 MAUNAKEA STREET, #110A & B",,96817,HI
CENTERPLATE - THE BEAN COUNTER,HONOLULU,"2404 MAILE WAY, #G-202",,96822,HI
CAFE PANINI,HONOLULU,3375 KOAPAKA STREET,,96819,HI
CAFE QUEEN'S EATERY & COFFEE BAR,HONOLULU,1329 LUSITANA STREET,,96813,HI
CAFÉ COSMOS,HONOLULU,"1750 KALAKAUA AVENUE, #204-A",,96826,HI
CAFÉ IVY,HONOLULU,1151 MAPUNAPUNA STREET,,96819,HI
CAFE CENTRAL,HONOLULU,999 BISHOP STREET,,96810,HI
CARVAL CAFE,HONOLULU,"500 ALA MOANA BOULEVARD, #B-2",,96819,HI
CARL'S JR. #7640,AIEA,"98-1005 MOANALUA ROAD, #6B",,96816,HI
CHUN WAH KAM NOODLE FACTORY,HONOLULU,505 KALIHI STREET,,96819,HI
CHURCH'S CHICKEN,AIEA,"98-1005 MOANALUA ROAD, #2",,96814,HI
"CHAMPS BISTRO, LLC",WAIPAHU,94-440 MOKUOLA STREET,,96797,HI
CHINATOWN EXPRESS WINDWARD MALL FOOD COURT,KANEOHE,"46-056 KAMEHAMEHA HIGHWAY, #FC4",,96813,HI
CHINATOWN EXPRESS,HONOLULU,1450 ALA MOANA BOULEVARD,,96813,HI
CHEN'S STORE,KAILUA,"270 KUULEI ROAD, #106",,96734,HI
CHUN'S MEAT MARKET,HONOLULU,157 NORTH KING STREET,,96817,HI
"CENTERPLATE, ANUENUE, BLDG. A",HONOLULU,99-500 SALT LAKE BOULEVARD,,29306,HI
CHUN WAH KAM NOODLE FACTORY,KAPOLEI,885 KAMOKILA BOULEVARD,,96707,HI
CHURCH'S CHICKEN & SHOGUN SUSHI,HONOLULU,"1620 NORTH SCHOOL STREET, #C2",,96814,HI
CEREAL REMIX,AIEA,"98-1247 KAAHUMANU STREET, #109B",,96789,HI
"CHAR SIU HOUSE, LLC",HONOLULU,1134 MAUNAKEA STREET,,96817,HI
CHEUNWEA LAO THAI FAST FOOD,HONOLULU,"1120 MAUNAKEA STREET, #117",,96822,HI
CHEESEBURGER FACTORY & STEAK & FISH CO.,HONOLULU,"1450 ALA MOANA BOULEVARD, #1160X",,96814,HI
CHOI'S KITCHEN,HONOLULU,"2330 KALAKAUA AVENUE, #E",,96816,HI
COMMON GROUNDZ COFFEE & SANDWICHES,HONOLULU,"377 KEAHOLE STREET, #C5",,96825,HI
"COFFEE BEAN AND TEA LEAF, THE",HONOLULU,227 LEWERS STREET,,96816,HI
"CORNER KITCHEN, THE",HONOLULU,477 KAPAHULU AVENUE,,96815,HI
"COFFEE BEAN & TEA LEAF KUHIO, THE",HONOLULU,2370 KUHIO AVENUE,,96816,HI
CONFERENCE ROOM #1 RESTAURANT,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
"COCONUT CAFÉ, LLC",HONOLULU,2441 KUHIO AVENUE,,96821,HI
COFFEE & SMOOTHIE SHOP,HONOLULU,140 PAUAHI STREET,,96817,HI
CORAL CAFE,HONOLULU,"1010 SOUTH KING STREET, LOBBY",,96814,HI
"COFFEE BEAN & TEA LEAF, THE",KAPOLEI,92-585 MAKAKILO DRIVE,,96816,HI
"COFFEE BEAN & TEA LEAF, THE",HONOLULU,3206 MONSARRAT AVENUE,,96816,HI
CORAL KINGDOM RESTAURANT,KANEOHE,49-132 KAMEHAMEHA HIGHWAY,,96744,HI
"COFFEE BEAN & TEA LEAF, THE #3017 ALA MOANA MAUKA",HONOLULU,1450 ALA MOANA BOULEVARD,,96816,HI
"COFFEE BEAN & TEA LEAF #3082, THE",HONOLULU,"3536 HARDING AVENUE, 3RD FLOOR",,96816,HI
CITY CAFÉ,HONOLULU,1518F MAKALOA STREET,,96837,HI
CK'S DELIGHT'S @GROCERY / 529 DISPATCH,HONOLULU,747 AMANA STREET,,96816,HI
COFFEE BEAN & TEA LEAF 3005,HONOLULU,"1450 ALA MOANA BOULEVARD, #1103",,96816,HI
DANTE'S THE MUFFIN MAN,HONOLULU,"444 NUI STREET, 2ND FLOOR #6",,96815,HI
DEAN'S DRIVE INN,KANEOHE,45-773 KAMEHAMEHA HIGHWAY,,96744,HI
COSTCO WHOLESALE FOOD COURT,WAIPAHU,94-1231 KA UKA BOULEVARD,,98027,HI
CURRY HOUSE COCO ICHIBANYA,HONOLULU,1960 KAPIOLANI BOULEVARD,,96814,HI
CURRY KING,HONOLULU,"1050 ALA MOANA BOULEVARD, #1400",,96814,HI
DA KOOK'S CREATION,HONOLULU,"1120 MAUNAKEA STREET, #123",,96815,HI
DIAMOND  HEAD TERMINAL GATE 7/8 ISLAND BREWS AND QUIZNOS,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
COSTCO WHOLESALE #120 (FOOD COURT),HONOLULU,333A KEAHOLE STREET,,96825,HI
DAIRY QUEEN/ORANGE JULIUS,HONOLULU,1050 ALA MOANA BOULEVARD,,96814,HI
CREPE HOUSE,HONOLULU,"2490 KALAKAUA AVENUE, #6",,96810,HI
CURRY HOUSE COCO ICHIBANYA,HONOLULU,1450 ALA MOANA BOULEVARD,,96826,HI
DA KONA BEAN CAFÉ,HONOLULU,700 NORTH NIMITZ HIGHWAY,,96817,HI
COUNTRY STORE,KAHUKU,56-800 KAMEHAMEHA HIGHWAY,,96731,HI
DAIRY QUEEN / ORANGE JULIUS ALA MOANA,HONOLULU,"1450 ALA MOANA BOULEVARD, #1075",,96814,HI
DA SPOT,HONOLULU,"2469 SOUTH KING STREET, #2A",,96826,HI
COSTCO WHOLESALE #687 FOOD COURT,HONOLULU,525 ALAKAWA STREET,,98027,HI
"DELI, THE",HONOLULU,"212 MERCHANT STREET, #6",,96822,HI
CREPES NO KA 'OI,KAILUA,131 HEKILI STREET,,96734,HI
DIEM 99 CAFÉ,HONOLULU,"1151 MAPUNAPUNA STREET, #W2",,96819,HI
DOH CAFETERIA & CATERING,HONOLULU,1250 PUNCHBOWL STREET,,96817,HI
DOLE PLANTATION,WAHIAWA,64-1550 KAMEHAMEHA HIGHWAY,,96786,HI
DOMINO'S PIZZA,KAILUA,"26 HO'OLAI STREET, #800",,96789,HI
DIAMOND HEAD TERMINAL GATE 12 BURGER KING,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
DIAMOND HEAD TERMINAL BAGGAGE CLAIM 5 SNACK BAR,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
DIAMOND HEAD MARKET AND GRILL,HONOLULU,3158 MONSARRAT AVENUE,,96815,HI
DOMINO'S PIZZA #8010,HONOLULU,3298 CAMPBELL AVENUE,,96815,HI
DONBURIYA,HONOLULU,1450 ALA MOANA BOULEVARD,,96814,HI
DIEM CAFÉ,HONOLULU,1050 ALA MOANA BOULEVARD,,96814,HI
DIEGO'S TACOS,HONOLULU,2239 SOUTH KING STREET,,96826,HI
DOWNTOWN COFFEE HONOLULU,HONOLULU,"900 FORT STREET MALL, #100",,96813,HI
DOMO RESTAURANT,KANEOHE,"46-028 KAWA STREET, #A-3",,96744,HI
DONER SHACK,HONOLULU,80 SOUTH PAUAHI STREET,,96813,HI
DIEGO'S TACO SHOP,PEARL CITY,"719 KAMEHAMEHA HIGHWAY, #A102",,96782,HI
EMPLOYEE CAFETERIA (KAMAAINA CAFE),HONOLULU,300 RODGERS BOULEVARD,,96819,HI
FAMILY SUSHI HOUSE,HONOLULU,"1020 KEEAUMOKU STREET, #100",,96814,HI
DRIVER'S DINER,HONOLULU,"3006 UALENA STREET, #A",,96819,HI
DROP IN CAFÉ,KAILUA,"25 KANEOHE BAY DRIVE, #510",,96701,HI
EZOGIKU #3,AIEA,98-020 KAMEHAMEHA HIGHWAY,,96701,HI
ELITE CATERING,HONOLULU,4369 LAWEHANA STREET,,96818,HI
ELIM FASTFOOD,HONOLULU,"655 KEEAUMOKU STREET, #104",,96814,HI
ETHEL'S GRILL,HONOLULU,232 KALIHI STREET,,96819,HI
DUK LEE CHINESE RESTAURANT,HONOLULU,2919 KAPIOLANI BOULEVARD,,96814,HI
EN FUEGO GRILL & POKE,KAPOLEI,"590 FARRINGTON HIGHWAY, C-1 #534",,96818,HI
FAT BOY'S KEEAUMOKU,HONOLULU,"919 KEEAUMOKU STREET, #A101AB",,96814,HI
EDIBLE ARRANGEMENTS,HONOLULU,"1164 BISHOP STREET, #120",,96813,HI
EZOGIKU NOODLE CAFÉ,PEARL CITY,850 KAMEHAMEHA HIGHWAY,,96815,HI
EDWARD'S CAFE,HONOLULU,"444 KANEKAPOLEI STREET, #C-4",,96825,HI
EASY TO GO RESTAURANT,HONOLULU,1763 HOE STREET,,96819,HI
D'S KITCHEN,HONOLULU,830 MAPUNAPUNA STREET,,96706,HI
ELIM BAR B Q TAKE OUT,EWA BEACH,91-919 FORT WEAVER ROAD,,96816,HI
FAMILY BBQ,HONOLULU,550 PAIEA STREET,,96819,HI
FORT STREET MALL CAFE,HONOLULU,1152 FORT STREET,,96813,HI
FRIEND'S KOREAN BBQ/ISLAND BURGER,WAIPAHU,94-144 FARRINGTON HIGHWAY,,96826,HI
"FRESH CATCH, LLC",HONOLULU,3109 WAIALAE AVENUE,,96744,HI
FIRST HAWAIIAN BANK CENTER LUNCHROOM,HONOLULU,999 BISHOP STREET,,96813,HI
FOO SING CHINESE BBQ RESTAURANT,WAIMANALO,41-037 WAILEA STREET,,96795,HI
FAT BURGER,HONOLULU,1932 LILIHA STREET,,96817,HI
GALILEE SEAFOOD MART,HONOLULU,102 NORTH HOTEL STREET,,96817,HI
FRESH & NATURAL PRINCE KUHIO CAFE,HONOLULU,"300 ALA MOANA BOULEVARD, 5TH FLOOR",,96813,HI
"FAT GREEK EXPRESS, THE",HONOLULU,1450 ALA MOANA BOULEVARD,,96814,HI
FIVE & TWO BENTOS,HONOLULU,"1450 ALA MOANA BOULEVARD, #2250",,96706,HI
FENDU BOULANGERIE,HONOLULU,"2752 WOODLAWN DRIIVE, #5-119",,96822,HI
"FUKUYA, INC.",HONOLULU,2710 SOUTH KING STREET,,96826,HI
"FRESH GARDEN DELI, THE",HONOLULU,212 MERCHANT STREET,,96813,HI
FATBOY'S KAILUA,KAILUA,301-A HAHANI STREET,,96734,HI
FATTY'S CHINESE KITCHEN,HONOLULU,2345 KUHIO AVENUE,,96815,HI
FATBOY'S WAIPIO,WAIPAHU,94-1221 KA UKA BOULEVARD,,96797,HI
FROSTCITY,HONOLULU,"2570 SOUTH BERETANIA STREET, #105, 106",,96817,HI
GARDEN CAFE,HONOLULU,401 ATKINSON DRIVE,,96814,HI
GATE 60 STARBUCKS,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
GOLDEN BOWL RESTAURANT,HONOLULU,1229 KEEAUMOKU STREET,,96817,HI
GENKI SUSHI EXPRESS,HONOLULU,4561 SALT LAKE BOULEVARD,,96818,HI
GENKI SUSHI,HONOLULU,"1200 ALA MOANA BOULEVARD, BAY 3",,96813,HI
GOLDEN COIN FOOD INDUSTRIES,HONOLULU,"654 KEEAUMOKU STREET, #103",,96819,HI
"GENKI SUSHI HAWAII, INC.",PEARL CITY,98-450 KAMEHAMEHA HIGHWAY,,96813,HI
GOLDEN DYNASTY CHINESE RESTAURANT,HONOLULU,2615 SOUTH KING STREET,,96826,HI
GINGER PARADISE,HONOLULU,"2161 KALIA ROAD, #101",,96815,HI
GLAZER'S COFFEE,HONOLULU,2700 SOUTH KING STREET,,96814,HI
GENKO-YA,KANEOHE,46-047 KAMEHAMEHA HIGHWAY,,96814,HI
GARDEN ISLAND CAFÉ,HONOLULU,2908 EAST MANOA ROAD,,96817,HI
GOD'S GARDEN,HONOLULU,1350 HUNAKAI STREET,,96816,HI
GARDEN VIEW FOODCOURT CALIFORNIA PIZZA KITCHEN,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
HANAPAA SUSHI,HONOLULU,3221 WAIALAE AVENUE,,96823,HI
GATE 12 TEQUILERIA,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
GOLDEN COIN BAKESHOP & RESTAURANT,HONOLULU,1833 NORTH KING STREET,,96819,HI
"HALEIWA EATS, INC.",HALEIWA,66-079 KAMEHAMEHA HIGHWAY,,96712,HI
H & T BURGER,KANEOHE,"46-056 KAMEHAMEHA HIGHWAY, #F5B",,96701,HI
GRACE'S INN KAIMUKI,HONOLULU,2919 KAPIOLANI BOULEVARD,,96814,HI
GULICK DELICATESSEN,HONOLULU,1512 GULICK AVENUE,,96819,HI
GRACE'S INN AIEA,AIEA,98-820 MOANALUA ROAD,,96814,HI
GREEK GRILL,HONOLULU,2330 KALAKAUA AVENUE,,96815,HI
GRYLT,HONOLULU,2752 WOODLAWN DRIVE,,96822,HI
GOURMET EXPRESS,HONOLULU,"4211 WAIALAE AVENUE, #F-1",,96816,HI
H C DRIVE INN,WAIPAHU,94-210 LEOKANE STREET,,96789,HI
HANAJUBAN,HONOLULU,2005 KALIA ROAD,,96815,HI
GRACE'S INN MAKIKI,HONOLULU,1296 SOUTH BERETANIA STREET,,96814,HI
GRYLT,HONOLULU,2250 KALAKAUA AVENUE,,96822,HI
H & J CAFE,HONOLULU,"1120 MAUNAKEA STREET, #124",,96819,HI
GOOD TO GRILL CAFE,HONOLULU,"1100 WARD AVENUE, 5TH FLOOR",,96814,HI
H & T BURGERS (KAHEKA STREET),HONOLULU,"801 KAHEKA STREET, #A6",,96814,HI
HALAWA KOREAN BBQ,AIEA,99-1285 HALAWA VALLEY STREET,,96701,HI
HALAWA PLATE LUNCH,AIEA,"99-927 IWAENA STREET, #107",,96701,HI
HALE O HONOLULU,HONOLULU,1700 LANAKILA AVENUE,,96817,HI
HAPPY CAFE & BAKERY HAWAII,HONOLULU,"1120 MAUNAKEA STREET, #125",,96817,HI
HELEMANO PLANTATION BAKE SHOP,WAHIAWA,64-1510 KAMEHAMEHA HIGHWAY,,96786,HI
HEIGHTS COFFEE SHOP & DRIVE IN,AIEA,99-128 AIEA HEIGHTS DRIVE #101,,96701,HI
HANK'S HAUTE DOGS,HONOLULU,324 CORAL STREET,,96813,HI
HEIDI'S DELI & CATERING,HONOLULU,"900 FORT STREET MALL, #130",,96813,HI
HAWAIIAN TACO,KAHUKU,56-931 KAMEHAMEHA HIGHWAY,,96815,HI
HARBOR DRIVE INN,AIEA,"98-025 HEKAHA STREET, #14",,96701,HI
HAWAIIANA CAFÉ,HONOLULU,"260 BEACHWALK, #101",,96822,HI
HARBOR SNACK SHOP,AIEA,"98-023 HEKAHA STREET, #1, BLDG. 6",,96701,HI
HAWAIIAN FLEX CAFÉ,HONOLULU,"1 ALOHA TOWER DRIVE, #1129",,96813,HI
HI TOWN CAFÉ,HONOLULU,"1 ALOHA TOWER DRIVE, #101",,96813,HI
HAWAII'S PLANTATION VILLAGE,WAIPAHU,94-695 WAIPAHU STREET,,96797,HI
HANK'S HAUTE DOGS,HONOLULU,"2330 KALAKAUA AVENUE, #101-C",,96816,HI
HANAPA'A SUSHI WAIMALU,PEARL CITY,98-1264 KAAHUMANU STREET,,96822,HI
HAUULA KOREAN BBQ,HAUULA,54-295 KAMEHAMEHA HIGHWAY,,96717,HI
"ICE PALACE, THE",HONOLULU,4510 SALT LAKE BOULEVARD,,96818,HI
HONOLULU CAFE,HONOLULU,741 BISHOP STREET,,96813,HI
IMARI BENTO,HONOLULU,"1151 MAPUNAPUNA STREET, #W-1",,96819,HI
HULA BOBA,HONOLULU,1145 MAUNAKEA STREET,,96707,HI
IGE'S HALAWA,AIEA,99-1086 IWAENA STREET,,96701,HI
HOLE IN THE WALL,HONOLULU,"1154 FORT STREET MALL, GROUND FLOOR",,96813,HI
HONOLULU BURGER COMPANY,HONOLULU,1295 SOUTH BERETANIA STREET,,96814,HI
HONOLULU COFFEE CO.,HONOLULU,120 KAIULANI AVENUE,,96815,HI
HOT DOG ON A STICK,KANEOHE,"46-056 KAMEHAMEHA HIGHWAY, #F-2",,92008,HI
HONOLULU COFFEE CO.,HONOLULU,1001 BISHOP STREET,,96814,HI
HOG ISLAND,HONOLULU,"1137 11TH AVENUE, #102",,96734,HI
HOKKAIDO NOODLE HOUSE,HONOLULU,"2330 KALAKAUA AVENUE, #FC103",,96815,HI
HONOLULU COUNTRY CLUB - MEMBER'S GRILL ROOM,HONOLULU,1690 ALA PUUMALU STREET,,96818,HI
HYATT PLACE WAIKIKI BEACH HOTEL (RESTAURANT),HONOLULU,175 PAOAKALANI AVENUE,,96814,HI
HONOLULU JUICE CO.,HONOLULU,932 WARD AVENUE,,96817,HI
HYATT REGENCY WAIKIKI HYATT ON THE BEACH,HONOLULU,"2453 KALAKAUA AVENUE, #B",,96815,HI
ILIMA RESTAURANT & CATERING,HONOLULU,852 MAPUNAPUNA STREET,,96819,HI
HOONS CORPORATION,HONOLULU,150 KAPAHULU AVENUE,,96815,HI
IOLANI SCHOOL (SODEXO),HONOLULU,563 KAMOKU STREET,,96826,HI
ISLANDER DRIVE INN,WAHIAWA,"935 CALIFORNIA AVENUE, #B-14",,96786,HI
IN AND OUT B-BQ AND SUSHI,WAIANAE,86-120 FARRINGTON HIGHWAY,,96792,HI
INTERISLAND TERMINAL ISLAND BREWS,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
INTERISLAND TERMINAL LAHAINA CHICKEN CO.,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
INDIA CAFÉ KAILUA,KAILUA,"600 KAILUA ROAD, #129",,96734,HI
ISLAND MANAPUA FACTORY (MANOA),HONOLULU,2752 WOODLAWN DRIVE,,96819,HI
ISLAND SUB & BURGER,HONOLULU,"2752 WOODLAWN DRIVE, #5-118",,96822,HI
ISLAND VINTAGE COFFEE,HONOLULU,"2301 KALAKAUA AVENUE, #C215",,96815,HI
ISLANDER DRIVE INN,HONOLULU,848 ALA LILIKOI STREET,,96818,HI
IT'S GOOD & HEALTHY CAFÉ,HONOLULU,"212 MERCHANT STREET, #3",,96813,HI
ISLAND STYLE BBQ CORP.,HONOLULU,2011 NORTH KING STREET,,96822,HI
INTERNATIONAL ARRIVAL BUILDING SNACK BAR,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
INSOMNIA EXPRESSO COFFEE,HONOLULU,669 AUAHI STREET,,96813,HI
INTERISLAND TERMINAL CHOW MEIN EXPRESS,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
INTERISLAND TERMINAL BURGER KING,HONOLULU,300 RODGERS BOULEVARD,,96819,HI
ISLAND MANAPUA FACTORY,HONOLULU,811 GULICK AVENUE,,96819,HI
ISLAND SNOW,KAILUA,130 KAILUA ROAD,,96734,HI
IYASUME - MUSUBI & BENTO EXPRESS,HONOLULU,1518-B MAKALOA STREET,,96814,HI
J. W. MARRIOTT IHILANI RESORT & SPA POOLSIDE BAR & GRILL,KAPOLEI,92-1001 OLANI STREET,,96707,HI
JACK IN THE BOX #8233,PEARL CITY,98-384 KAMEHAMEHA HIGHWAY,,96818,HI
JACK IN THE BOX #8239,MILILANI,95-221 KIPAPA DRIVE,,96818,HI
JACK IN THE BOX #8205,HONOLULU,2317 NORTH SCHOOL STREET,,96818,HI
JACK IN THE BOX #8201,HONOLULU,535 DILLINGHAM BOULEVARD,,96818,HI
JACK IN THE BOX #8219,KAILUA,112 ONEAWA STREET,,96817,HI
JACK IN THE BOX #8227,HONOLULU,1001 BISHOP STREET,,96818,HI
J P SPAGHETTI,WAHIAWA,"935 CALIFORNIA AVENUE, #A11",,96786,HI
JACK IN THE BOX #8203,HONOLULU,2183 NORTH KING STREET,,96818,HI
JACK IN THE BOX #8209,WAHIAWA,11 SOUTH KAMEHAMEHA HIGHWAY,,96818,HI
JACK IN THE BOX #8204,HONOLULU,1970 SOUTH KING STREET,,96818,HI
JACK IN THE BOX #8237,HONOLULU,1525 SOUTH KING STREET,,96818,HI
JACK IN THE BOX #8210,HONOLULU,633 KAPAHULU AVENUE,,96818,HI
JACK IN THE BOX #8244,HONOLULU,1180 SOUTH KING STREET,,96818,HI
JAM SUBWAY,HONOLULU,2310 KUHIO AVENUE,,96817,HI
JENNY'S DRIVE IN,WAIPAHU,94-861 FARRINGTON HIGHWAY,,96782,HI
JOLLIBEE,WAIPAHU,94-300 FARRINGTON HIGHWAY,,96797,HI
JR'S BAR B QUE,HONOLULU,3133 WAIALAE AVENUE,,96816,HI
JAMBA JUICE (WAIMALU SHOPPING CENTER),AIEA,"98-1277 KAAHUMANU STREET, BUILDING E - UNIT 6",,96814,HI
JACK IN THE BOX #8249,WAIPAHU,92-327 KUNIA ROAD,,96818,HI
JAVA FLOW,HONOLULU,2330 KALAKAUA AVENUE,,96830,HI
JACKIE'S CORNER,HONOLULU,"1120 MAUNAKEA STREET, #122",,96817,HI
JEWEL OR JUICE,HONOLULU,3619 WAIALAE AVENUE,,96816,HI
JACK IN THE BOX #8246,KAPOLEI,577 FARRINGTON HIGHWAY,,96817,HI
JAMBA JUICE (KANEOHE BAY SHOPPING CENTER),KANEOHE,46-023 KAMEHAMEHA HIGHWAY,,96814,HI
JIN JOO KOREAN RESTAURANT,AIEA,98-020 KAMEHAMEHA HIGHWAY,,96797,HI
JOY KOREAN BBQ,HONOLULU,2020 REPUBLICAN STREET,,96819,HI
JENNY'S KITCHEN,HONOLULU,930 KEKAULIKE STREET,,96817,HI
JAMBA JUICE (HALEKUAI CENTER),KAPOLEI,"563 FARRINGTON HIGHWAY, #101",,96814,HI
JAMBA JUICE - MILILANI SHOPPING CENTER,MILILANI,95-221 KIPAPA DRIVE,,96814,HI
JAMBA JUICE (KAILUA VILLAGE),KAILUA,539 KAILUA ROAD,,96814,HI
"JAM SUBWAY, INC.",HONOLULU,"4211 WAIALAE AVENUE, #405",,96817,HI
"K & K BAR B QUE INN, INC.",KAILUA,"130 KAILUA ROAD, #102A",,96734,HI
K F C HAWAII,AIEA,98-150 KAONOHI STREET,,96701,HI
K C C CAFETERIA,HONOLULU,4303 DIAMOND HEAD ROAD,,96816,HI
K F C HAWAII,HONOLULU,555 NORTH KING STREET,,96817,HI
K F C HAWAII,HONOLULU,5722 KALANIANAOLE HIGHWAY,,96817,HI
K C MEATBALL HOUSE,HONOLULU,"1039 KEKAULIKE STREET, #110",,96815,HI
JURISON'S INN,WAIPAHU,"94-799 LUMIAINA STREET, #2H",,96797,HI
K F C HAWAII,HONOLULU,"1124 MCCULLY STREET, #102",,96826,HI
K F C HAWAII,KAILUA,"11 KAINENE STREET, #101",,96817,HI
K F C - MOANALUA,HONOLULU,4819 BOUGAINVILLE ROAD,,96817,HI
J'S BAR B Q,HONOLULU,410 KEAWE STREET,,96813,HI
K F C HAWAII,AIEA,98-316 KAMEHAMEHA HIGHWAY,,96701,HI
JUNGLE RIVER MINI GOLF,AIEA,98-1101 MOANALUA ROAD,,96701,HI
K F C HAWAII,HONOLULU,"131 KAIULANI AVENUE, #7 & 8",,96817,HI
K F C HAWAII,KANEOHE,45-480 KANEOHE BAY DRIVE,,96744,HI
K F C HAWAII,WAIANAE,87-1978 FARRINGTON HIGHWAY,,96817,HI
K F C HAWAII,EWA BEACH,"91-590 FARRINGTON HIGHWAY, #3",,96817,HI
JUNG'S STORE,HONOLULU,1738 SOUTH KING STREET,,96826,HI
K F C HAWAII,WAIPAHU,97-801 LUMIAINA STREET,,96797,HI
KANEOHE BEST SHRIMP & B.B.Q.,HONOLULU,46-022 KAMEHAMEHA HIGHWAY,,96744,HI
K F C HAWAII,WAHIAWA,"609 CALIFORNIA AVENUE, #107",,96786,HI
KANEOHE'S BOSTON PIZZA,KANEOHE,"46-028 KAWA STREET, #A-11",,96744,HI
"KAHALA SUBWAY, INC.",HONOLULU,"4614 KILAUEA AVENUE, #101",,96816,HI
K F C HAWAII,HONOLULU,"1470 KAPIOLANI BOULEVARD, #110",,96817,HI
KAPA CAFE,HONOLULU,"2810 PAA STREET, #A1",,96819,HI
KAIMUKI BOSTON'S PIZZA BAKERY,HONOLULU,3506 WAIALAE AVENUE,,96816,HI
KAIMUKI FAST FOOD,HONOLULU,3636 WAIALAE AVENUE,,96816,HI
KA'ALA COFFEE SHOP,HONOLULU,1777 ALA MOANA BOULEVARD,,96712,HI
KAHAI STREET KITCHEN LLC,HONOLULU,237 KALIHI STREET,,96819,HI
"KAILUA RACQUET CLUB, LTD.",KAILUA,629 ONEAWA STREET,,96734,HI
KAIMUKI CHOP SUEY,HONOLULU,3611 WAIALAE AVENUE,,96816,HI
KAM DRIVE IN SWAP MEET,AIEA,98-850 MOANALUA ROAD,,96818,HI
KANAK ATTACK,HONOLULU,"1130 NORTH NIMITZ HIGHWAY, #C-110",,96817,HI
KAJUN ISLAND FOOD COURT,HONOLULU,"2330 KUHIO AVENUE, #FC116",,96707,HI
"KALIHI BAR-B-Q DRIVE INN, INC.",HONOLULU,2011 NORTH SCHOOL STREET,,96819,HI
K F C HAWAII,WAIANAE,"85-054 KAUPUNI STREET, #108",,96817,HI
KFC EXPRESS,HONOLULU,801 KAHEKA STREET,,96814,HI
KAPOLEI GOLF COURSE DRIVING RANGE SNACK BAR,KAPOLEI,91-701 FARRINGTON HIGHWAY,,96813,HI
KAPOLEI THEATRES,KAPOLEI,890 KAMOKILA BOULEVARD,,96706,HI
KD CAFÉ HAWAII,HONOLULU,2036 PAUOA ROAD,,96706,HI
"KEEAUMOKU SEAFOOD HONOLULU, INC.",HONOLULU,1223 KEEAUMOKU STREET,,96814,HI
KAY'S KITCHENETTE,HONOLULU,2326 A KALIHI STREET,,96819,HI
KENNY'S HAWAIIAN BBQ,HONOLULU,"2201 KALAKAUA AVENUE, #B-5",,96817,HI
KENEKE'S GRILL AT PUNALU'U,PUNALUU,53-138 KAMEHAMEHA HIGHWAY,,96717,HI
KC LUNCH & DELI,HONOLULU,265 MOKAUEA STREET,,96819,HI
KEVIN'S,HONOLULU,2025 NORTH KING STREET,,96819,HI
KAPOLEI HIGH SCHOOL GYM SNACK BAR,KAPOLEI,91-5007 KAPOLEI PARKWAY,,96707,HI
KAREN'S KITCHEN,HONOLULU,614 COOKE STREET,,96813,HI
KENEKE'S,WAIMANALO,41-857 KALANIANAOLE HIGHWAY,,96795,HI
KAPOLEI HALE SNACK SHOP,KAPOLEI,1000 ULUOHIA STREET,,96707,HI
